Transaction Date,Post Date,Description,Category,Type,Amount,Memo
07/27/2025,07/27/2025,AUTOMATIC PAYMENT - THANK,,Payment,7136.76,
07/26/2025,07/27/2025,NETFLIX.COM,Bills & Utilities,Sale,-17.99,
07/24/2025,07/27/2025,CHICK-FIL-A #04858,Food & Drink,Sale,-11.10,
07/26/2025,07/27/2025,DIERBERGS MARKET PL,Groceries,Sale,-47.21,
07/26/2025,07/27/2025,WAL-MART #2600,Health & Wellness,Sale,-4.50,
07/26/2025,07/27/2025,MCDONALD'S F18113,Food & Drink,Sale,-18.85,
07/26/2025,07/27/2025,EXXON ON THE RUN #602,Gas,Sale,-25.41,
07/24/2025,07/25/2025,DIERBERGS MARKET PL,Groceries,Sale,-48.99,
07/22/2025,07/23/2025,MCDONALD'S F18113,Food & Drink,Sale,-9.21,
07/23/2025,07/23/2025,AMAZON MKTPL*FB05H4I53,Shopping,Sale,-15.62,
07/21/2025,07/22/2025,DIERBERGS MARKET PL,Groceries,Sale,-68.67,
07/20/2025,07/21/2025,MCDONALD'S F7678,Food & Drink,Sale,-17.05,
07/18/2025,07/20/2025,DIERBERGS MARKET PL,Groceries,Sale,-92.31,
07/19/2025,07/20/2025,MCDONALD'S F7678,Food & Drink,Sale,-17.05,
07/19/2025,07/20/2025,EXXON ON THE RUN #602,Gas,Sale,-25.41,
07/19/2025,07/20/2025,DIERBERGS MARKET PL,Groceries,Sale,-18.09,
07/19/2025,07/20/2025,MERCY PHARMACY,Health & Wellness,Sale,-6.97,
07/18/2025,07/20/2025,DD *DOORDASH QDOBAMEXI,Food & Drink,Sale,-27.20,
07/17/2025,07/18/2025,DIERBERGS MARKET PL,Groceries,Sale,-22.69,
07/17/2025,07/18/2025,MCDONALD'S F7990,Food & Drink,Sale,-20.72,
07/17/2025,07/18/2025,MCDONALD'S F7678,Food & Drink,Sale,-17.05,
07/15/2025,07/16/2025,DIERBERGS MARKET PL,Groceries,Sale,-67.07,
07/13/2025,07/14/2025,4UP*COLUMBIA GOLF,Entertainment,Sale,-79.04,
07/12/2025,07/14/2025,STARBUCKS STORE 02441,Food & Drink,Sale,-6.12,
07/13/2025,07/14/2025,MCDONALD'S F7678,Food & Drink,Sale,-4.87,
07/13/2025,07/14/2025,4UP*COLUMBIA GOLF,Entertainment,Sale,-138.32,
07/13/2025,07/14/2025,4UP*COLUMBIA GOLF,Entertainment,Sale,-4.16,
07/12/2025,07/14/2025,CHICK-FIL-A #01976,Food & Drink,Sale,-21.47,
07/13/2025,07/14/2025,DIERBERGS MARKET PL,Groceries,Sale,-62.54,
07/13/2025,07/14/2025,EXXON ON THE RUN #602,Gas,Sale,-25.41,
07/13/2025,07/14/2025,EXXON ON THE RUN #602,Gas,Sale,-28.15,
